instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt_binary
3456,2,0,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,1
3457,2,0,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,1
3458,2,0,5,23,0,6,0,1,0.64,0.5758,0.83,0.194,0
3459,2,0,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239,0
3460,2,0,5,1,0,0,0,1,0.62,0.5606,0.88,0.1642,0
3461,2,0,5,2,0,0,0,1,0.62,0.5606,0.88,0.1045,0
3462,2,0,5,3,0,0,0,1,0.62,0.5606,0.88,0.1045,0
3463,2,0,5,4,0,0,0,1,0.6,0.5455,0.88,0.0896,0
3464,2,0,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642,0
3465,2,0,5,6,0,0,0,2,0.62,0.5606,0.88,0.194,0
3466,2,0,5,7,0,0,0,2,0.62,0.5606,0.88,0.2537,0
3467,2,0,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,0
3468,2,0,5,9,0,0,0,2,0.62,0.5455,0.94,0.2537,1
3469,2,0,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,1
3470,2,0,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,1
3471,2,0,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,1
3472,2,0,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,1
3473,2,0,5,14,0,0,0,1,0.74,0.697,0.7,0.2836,1
3474,2,0,5,15,0,0,0,1,0.74,0.697,0.7,0.2985,1
3475,2,0,5,16,0,0,0,1,0.74,0.697,0.7,0.2836,1
3476,2,0,5,17,0,0,0,1,0.74,0.697,0.7,0.2836,1
3477,2,0,5,18,0,0,0,1,0.72,0.697,0.74,0.2836,1
3478,2,0,5,19,0,0,0,1,0.72,0.697,0.74,0.2537,1
3479,2,0,5,20,0,0,0,1,0.7,0.6667,0.79,0.194,1
3480,2,0,5,21,0,0,0,1,0.68,0.6364,0.83,0.1642,1
3481,2,0,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,1
3482,2,0,5,23,0,0,0,1,0.66,0.5909,0.89,0.1642,0
3483,2,0,5,0,1,1,0,1,0.64,0.5606,0.94,0.194,0
3484,2,0,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,0
3485,2,0,5,2,1,1,0,1,0.64,0.5606,0.94,0.194,0
3486,2,0,5,3,1,1,0,1,0.64,0.5606,0.94,0.194,0
3487,2,0,5,4,1,1,0,1,0.62,0.5455,0.94,0.1642,0
3488,2,0,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,0
3489,2,0,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,0
3490,2,0,5,7,1,1,0,2,0.64,0.5606,0.94,0.0,0
3491,2,0,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,0
3492,2,0,5,9,1,1,0,1,0.72,0.697,0.74,0.0896,0
3493,2,0,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,1
3494,2,0,5,11,1,1,0,1,0.82,0.7727,0.52,0.0,1
3495,2,0,5,12,1,1,0,1,0.86,0.803,0.47,0.1045,1
3496,2,0,5,13,1,1,0,1,0.86,0.7879,0.44,0.0896,1
3497,2,0,5,14,1,1,0,1,0.88,0.803,0.39,0.0,1
3498,2,0,5,15,1,1,0,1,0.88,0.803,0.39,0.2537,1
3499,2,0,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,1
3500,2,0,5,17,1,1,0,1,0.86,0.7879,0.41,0.2239,1
3501,2,0,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,1
3502,2,0,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,1
3503,2,0,5,20,1,1,0,1,0.76,0.7121,0.58,0.0,1
3504,2,0,5,21,1,1,0,1,0.74,0.697,0.7,0.1343,1
3505,2,0,5,22,1,1,0,1,0.72,0.697,0.74,0.1642,0
3506,2,0,5,23,1,1,0,1,0.7,0.6667,0.84,0.1045,0
3507,2,0,5,0,0,2,1,1,0.7,0.6667,0.79,0.0896,0
3508,2,0,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,0
3509,2,0,5,2,0,2,1,2,0.66,0.5909,0.94,0.1343,0
3510,2,0,5,3,0,2,1,2,0.64,0.5606,0.94,0.0,0
3511,2,0,5,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0
3512,2,0,5,5,0,2,1,1,0.66,0.6061,0.83,0.0896,0
3513,2,0,5,6,0,2,1,1,0.68,0.6364,0.79,0.0896,0
3514,2,0,5,7,0,2,1,1,0.74,0.697,0.66,0.1045,1
3515,2,0,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,1
3516,2,0,5,9,0,2,1,1,0.8,0.7576,0.55,0.1343,1
3517,2,0,5,10,0,2,1,1,0.82,0.7879,0.56,0.1343,0
3518,2,0,5,11,0,2,1,1,0.86,0.803,0.47,0.0,0
3519,2,0,5,12,0,2,1,1,0.86,0.803,0.47,0.1343,1
3520,2,0,5,13,0,2,1,1,0.9,0.8333,0.39,0.1642,1
3521,2,0,5,14,0,2,1,1,0.9,0.8182,0.37,0.0,0
3522,2,0,5,15,0,2,1,1,0.9,0.8182,0.37,0.1642,1
3523,2,0,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,1
3524,2,0,5,17,0,2,1,1,0.84,0.803,0.53,0.2239,1
3525,2,0,5,18,0,2,1,1,0.84,0.803,0.53,0.194,1
3526,2,0,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,1
3527,2,0,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045,1
3528,2,0,5,21,0,2,1,1,0.76,0.7273,0.66,0.1045,1
3529,2,0,5,22,0,2,1,1,0.74,0.697,0.7,0.1642,1
3530,2,0,5,23,0,2,1,1,0.72,0.697,0.79,0.0896,0
3531,2,0,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,0
3532,2,0,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,0
3533,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0
3534,2,0,6,3,0,3,1,1,0.68,0.6364,0.89,0.194,0
3535,2,0,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,0
3536,2,0,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,0
3537,2,0,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,0
3538,2,0,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,1
3539,2,0,6,8,0,3,1,2,0.72,0.697,0.79,0.194,1
3540,2,0,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,1
3541,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,0
3542,2,0,6,11,0,3,1,2,0.82,0.803,0.59,0.2239,0
3543,2,0,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,1
3544,2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.194,1
3545,2,0,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,1
3546,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,1
3547,2,0,6,16,0,3,1,1,0.86,0.803,0.47,0.2985,1
3548,2,0,6,17,0,3,1,1,0.86,0.803,0.47,0.2985,1
3549,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,1
3550,2,0,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,1
3551,2,0,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,1
3552,2,0,6,21,0,3,1,1,0.74,0.697,0.7,0.2836,1
3553,2,0,6,22,0,3,1,1,0.74,0.697,0.66,0.1343,0
3554,2,0,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,0
3555,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,0
3556,2,0,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,0
3557,2,0,6,2,0,4,1,1,0.7,0.6364,0.39,0.0,0
3558,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0
3559,2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.194,0
3560,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,0
3561,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,0
3562,2,0,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,1
3563,2,0,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,1
3564,2,0,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,1
3565,2,0,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,0
3566,2,0,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,1
3567,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,1
3568,2,0,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,1
3569,2,0,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,1
3570,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,1
3571,2,0,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,1
3572,2,0,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,1
3573,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,1
3574,2,0,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,1
3575,2,0,6,20,0,4,1,1,0.7,0.6364,0.24,0.194,1
3576,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.194,1
3577,2,0,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,1
3578,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,0
3579,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,0
3580,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,0
3581,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0
3582,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0
3583,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,0
3584,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,0
3585,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,0
3586,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,1
3587,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,1
3588,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,1
3589,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,1
3590,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,1
3591,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,1
3592,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,1
3593,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,1
3594,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,1
3595,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,1
3596,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,1
3597,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,1
3598,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,1
3599,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,1
3600,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,1
3601,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,1
3602,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,1
3603,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,0
3604,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,0
3605,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,0
3606,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,0
3607,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,0
3608,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,0
3609,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0.0,0
3610,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,0
3611,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,0
3612,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,1
3613,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,1
3614,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,1
3615,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,1
3616,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,1
3617,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,1
3618,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,1
3619,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,1
3620,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,1
3621,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,1
3622,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,1
3623,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,1
3624,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,1
3625,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,1
3626,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0.0,1
3627,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,0
3628,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,0
3629,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,0
3630,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,0
3631,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,0
3632,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,0
3633,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,0
3634,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,0
3635,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,0
3636,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,1
3637,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,1
3638,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,1
3639,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,1
3640,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,1
3641,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,1
3642,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,1
3643,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,1
3644,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,1
3645,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,1
3646,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,1
3647,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,1
3648,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,1
3649,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,0
3650,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,0
3651,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,0
3652,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,0
3653,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,0
3654,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,0
3655,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,0
3656,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,0
3657,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,0
3658,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,1
3659,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,1
3660,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,1
3661,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,0
3662,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,0
3663,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,1
3664,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,1
3665,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,1
3666,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,1
3667,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,1
3668,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,1
3669,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,1
3670,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,1
3671,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,1
3672,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,1
3673,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,1
3674,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,0
3675,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,0
3676,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,0
3677,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,0
3678,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,0
3679,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,0
3680,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,0
3681,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,0
3682,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,1
3683,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,1
3684,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,1
3685,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,0
3686,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,1
3687,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,1
3688,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,1
3689,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,1
3690,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,1
3691,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,1
3692,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,1
3693,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,1
3694,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,1
3695,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,1
3696,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,1
3697,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,1
3698,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,0
3699,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,0
3700,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,0
3701,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0
3702,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,0
3703,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0
3704,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0
3705,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,0
3706,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,1
3707,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,1
3708,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,1
3709,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,0
3710,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,0
3711,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,1
3712,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,0
3713,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,1
3714,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,0
3715,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,1
3716,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,1
3717,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,1
3718,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,1
3719,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,1
3720,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,1
3721,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,1
3722,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,0
3723,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,0
3724,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,0
3725,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0
3726,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0
3727,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,0
3728,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0.0,0
3729,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,0
3730,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,1
3731,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,1
3732,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0.0,1
3733,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,0
3734,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,0
3735,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,0
3736,2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,0
3737,2,0,6,14,0,4,1,1,0.92,0.8788,0.4,0.194,0
3738,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,0
3739,2,0,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,1
3740,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,1
3741,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,1
3742,2,0,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,1
3743,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.194,1
3744,2,0,6,21,0,4,1,3,0.76,0.697,0.52,0.0,1
3745,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,1
3746,2,0,6,23,0,4,1,2,0.74,0.697,0.57,0.1642,0
3747,2,0,6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,0
3748,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,0
3749,2,0,6,2,0,5,1,1,0.68,0.6364,0.69,0.1642,0
3750,2,0,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,0
3751,2,0,6,4,0,5,1,1,0.66,0.6061,0.78,0.1642,0
3752,2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0
3753,2,0,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,0
3754,2,0,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,1
3755,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,1
3756,2,0,6,9,0,5,1,1,0.76,0.697,0.55,0.0,1
3757,2,0,6,10,0,5,1,1,0.78,0.7121,0.52,0.0,0
3758,2,0,6,11,0,5,1,1,0.82,0.7576,0.46,0.0,1
3759,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,1
3760,2,0,6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,1
3761,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0.0,1
3762,2,0,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,1
3763,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,1
3764,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,1
3765,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,1
3766,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.194,1
3767,2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,1
3768,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,1
3769,2,0,6,22,0,5,1,1,0.72,0.697,0.74,0.2537,1
3770,2,0,6,23,0,5,1,1,0.72,0.697,0.74,0.1642,1
3771,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,0
3772,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,0
3773,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,0
3774,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,0
3775,2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,0
3776,2,0,6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,0
3777,2,0,6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,0
3778,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.194,0
3779,2,0,6,8,0,6,0,1,0.74,0.6818,0.58,0.194,1
3780,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,1
3781,2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,1
3782,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,1
3783,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,1
3784,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,1
3785,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,1
3786,2,0,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,1
3787,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.194,1
3788,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,1
3789,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,1
3790,2,0,6,19,0,6,0,1,0.7,0.6515,0.65,0.194,1
3791,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,1
3792,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,1
3793,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,1
3794,2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,0
3795,2,0,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,0
3796,2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,0
3797,2,0,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,0
3798,2,0,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,0
3799,2,0,6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,0
3800,2,0,6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,0
3801,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,0
3802,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,0
3803,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0.0,0
3804,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0.0,1
3805,2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,1
3806,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,1
3807,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,1
3808,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,1
3809,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,1
3810,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,1
3811,2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,1
3812,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,1
3813,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,1
3814,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,1
3815,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,1
